,0
0,7
1,5
2,7
3,7
4,2
5,7
6,6
7,6
8,5
9,3
10,8
11,1
12,1
13,1
14,3
15,9
16,6
17,6
18,1
19,5
20,7
21,4
22,6
23,8
24,1
25,7
26,1
27,5
28,9
29,0
30,6
31,3
32,1
33,2
34,8
35,3
36,9
37,8
38,3
39,9
40,7
41,2
42,8
43,4
44,3
45,9
46,1
47,1
48,3
49,1
50,7
51,5
52,0
53,2
54,4
55,5
56,8
57,4
58,2
59,8
60,2
61,5
62,3
63,3
64,5
65,7
66,6
67,8
68,8
69,5
70,8
71,1
72,9
73,9
74,8
75,7
76,1
77,9
78,7
79,8
80,6
81,6
82,2
83,1
84,7
85,3
86,1
87,5
88,1
89,6
90,2
91,0
92,2
93,0
94,0
95,2
96,3
97,4
98,9
99,0
100,8
101,6
102,5
103,8
104,5
105,0
106,2
107,7
108,4
109,4
110,2
111,1
112,3
113,4
114,4
115,5
116,3
117,8
118,0
119,1
120,2
121,0
122,1
123,8
124,7
125,0
126,4
127,3
128,2
129,3
130,2
131,3
132,0
133,3
134,9
135,3
136,0
137,3
138,4
139,9
140,8
141,7
142,8
143,4
144,7
145,9
146,7
147,6
148,9
149,6
150,4
151,7
152,6
153,1
154,1
155,6
156,2
157,7
158,9
159,5
160,3
161,1
162,9
163,0
164,2
165,9
166,9
167,7
168,6
169,7
170,3
171,7
172,1
173,4
174,7
175,7
176,6
177,1
178,0
179,5
180,8
181,7
182,5
183,4
184,0
185,8
186,9
187,2
188,0
189,0
190,9
191,0
192,8
193,2
194,6
195,2
196,4
197,7
198,5
199,3
200,8
201,0
202,1
203,4
204,7
205,4
206,4
207,5
208,5
209,9
210,4
211,9
212,6
213,3
214,4
215,9
216,1
217,1
218,9
219,1
220,5
221,4
222,1
223,8
224,5
225,2
226,6
227,3
228,4
229,6
230,0
231,6
232,4
233,4
234,3
235,3
236,4
237,4
238,2
239,8
240,4
241,0
242,6
243,8
244,2
245,7
246,9
247,6
248,5
249,4
250,9
251,3
252,2
253,5
254,1
255,3
256,0
257,9
258,3
259,0
260,6
261,2
262,1
263,6
264,6
265,2
266,6
267,5
268,8
269,7
270,2
271,4
272,1
273,9
274,9
275,7
276,0
277,6
278,8
279,3
280,9
281,0
282,4
283,4
284,3
285,8
286,0
287,0
288,6
289,7
290,1
291,1
292,4
293,9
294,9
295,8
296,4
297,8
298,1
299,0
300,2
301,5
302,7
303,4
304,7
305,6
306,3
307,7
308,8
309,2
310,1
311,3
312,6
313,8
314,9
315,6
316,4
317,5
318,1
319,2
320,3
321,1
322,7
323,6
324,7
325,9
326,5
327,3
328,2
329,9
330,4
331,3
332,2
333,8
334,8
335,0
336,2
337,7
338,4
339,6
340,3
341,3
342,2
343,3
344,3
345,0
346,9
347,4
348,8
349,5
350,6
351,6
352,3
353,8
354,7
355,1
356,4
357,0
358,8
359,5
360,1
361,0
362,7
363,1
364,4
365,2
366,5
367,4
368,3
369,6
370,2
371,3
372,6
373,5
374,3
375,2
376,1
377,3
378,1
379,9
380,9
381,4
382,6
383,9
384,8
385,0
386,9
387,2
388,0
389,3
390,5
391,9
392,5
393,9
394,0
395,2
396,9
397,4
398,9
399,3
400,4
401,8
402,9
403,3
404,4
405,0
406,5
407,1
408,9
409,1
410,5
411,2
412,1
413,2
414,3
415,9
416,6
417,8
418,4
419,6
420,6
421,0
422,9
423,1
424,3
425,7
426,7
427,4
428,6
429,8
430,2
431,1
432,8
433,3
434,1
435,2
436,6
437,2
438,1
439,0
440,0
441,6
442,2
443,5
444,4
445,6
446,2
447,8
448,9
449,8
450,8
451,7
452,0
453,2
454,2
455,9
456,1
457,1
458,1
459,6
460,7
461,2
462,7
463,8
464,0
465,5
466,2
467,0
468,6
469,2
470,3
471,8
472,4
473,0
474,7
475,1
476,9
477,6
478,4
479,0
480,7
481,3
482,8
483,7
484,8
485,6
486,7
487,1
488,0
489,3
490,0
491,9
492,2
493,3
494,2
495,8
496,0
497,5
498,0
499,3
500,6
501,1
502,4
503,9
504,1
505,5
506,2
507,3
508,0
509,7
510,2
511,9
512,2
513,6
514,7
515,9
516,4
517,3
518,7
519,3
520,0
521,4
522,9
523,6
524,9
525,9
526,4
527,5
528,3
529,3
530,4
531,1
532,8
533,8
534,1
535,4
536,8
537,7
538,4
539,3
540,8
541,4
542,8
543,6
544,4
545,3
546,4
547,8
548,5
549,6
550,8
551,7
552,5
553,3
554,8
555,7
556,9
557,3
558,0
559,0
560,5
561,3
562,9
563,8
564,4
565,3
566,2
567,7
568,1
569,0
570,7
571,1
572,1
573,7
574,7
575,0
576,0
577,5
578,1
579,8
580,7
581,7
582,4
583,2
584,4
585,7
586,5
587,0
588,8
589,9
590,7
591,9
592,5
593,0
594,7
595,0
596,7
597,7
598,8
599,3
600,3
601,4
602,5
603,1
604,6
605,9
606,7
607,1
608,2
609,2
610,9
611,6
612,6
613,1
614,4
615,2
616,0
617,5
618,1
619,1
620,6
621,5
622,6
623,3
624,7
625,7
626,2
627,7
628,6
629,9
630,5
631,3
632,1
633,1
634,6
635,4
636,3
637,6
638,1
639,4
640,8
641,4
642,1
643,6
644,1
645,9
646,7
647,7
648,7
649,1
650,7
651,9
652,3
653,7
654,4
655,6
656,7
657,7
658,3
659,7
660,6
661,2
662,8
663,8
664,9
665,3
666,3
667,4
668,3
669,6
670,1
671,9
672,0
673,7
674,3
675,5
676,1
677,5
678,9
679,0
680,4
681,2
682,8
683,6
684,6
685,3
686,9
687,0
688,8
689,4
690,9
691,9
692,7
693,8
694,1
695,8
696,0
697,9
698,7
699,1
700,9
701,2
702,5
703,1
704,3
705,0
706,2
707,7
708,6
709,2
710,3
711,9
712,7
713,2
714,7
715,0
716,7
717,7
718,6
719,0
720,6
721,8
722,4
723,7
724,5
725,3
726,2
727,3
728,2
729,2
730,3
731,4
732,4
733,4
734,7
735,4
736,0
737,7
738,9
739,6
740,2
741,3
742,2
743,5
744,3
745,9
746,8
747,6
748,7
749,5
750,0
751,6
752,7
753,5
754,0
755,2
756,7
757,9
758,2
759,8
760,5
761,3
762,4
763,5
764,7
765,1
766,3
767,5
768,3
769,8
770,0
771,0
772,2
773,4
774,1
775,7
776,8
777,8
778,3
779,1
780,5
781,2
782,6
783,9
784,3
785,5
786,8
787,0
788,5
789,8
790,1
791,5
792,4
793,3
794,6
795,6
796,8
797,0
798,5
799,4
800,0
801,6
802,0
803,5
804,9
805,3
806,3
807,0
808,1
809,7
810,2
811,2
812,2
813,8
814,9
815,0
816,8
817,0
818,9
819,8
820,2
821,9
822,4
823,3
824,2
825,9
826,2
827,9
828,4
829,1
830,7
831,2
832,1
833,3
834,3
835,7
836,1
837,1
838,7
839,7
840,3
841,9
842,3
843,5
844,8
845,3
846,5
847,1
848,4
849,6
850,9
851,4
852,0
853,3
854,6
855,3
856,6
857,6
858,2
859,9
860,9
861,9
862,7
863,8
864,6
865,6
866,0
867,5
868,1
869,3
870,1
871,4
872,6
873,2
874,0
875,2
876,2
877,2
878,8
879,3
880,2
881,0
882,1
883,0
884,1
885,7
886,6
887,9
888,4
889,9
890,9
891,4
892,7
893,8
894,9
895,7
896,9
897,6
898,3
899,9
900,5
901,0
902,8
903,7
904,0
905,6
906,8
907,1
908,5
909,7
910,5
911,4
912,7
913,8
914,8
915,3
916,3
917,2
918,3
919,6
920,3
921,8
922,5
923,5
924,2
925,5
926,2
927,4
928,2
929,9
930,3
931,9
932,9
933,2
934,6
935,9
936,6
937,0
938,0
939,9
940,0
941,8
942,2
943,1
944,7
945,6
946,2
947,0
948,1
949,6
950,2
951,3
952,8
953,9
954,1
955,2
956,5
957,8
958,2
959,0
960,7
961,7
962,1
963,1
964,0
965,8
966,6
967,7
968,4
969,4
970,7
971,1
972,2
973,0
974,3
975,4
976,2
977,7
978,7
979,1
980,3
981,4
982,1
983,3
984,6
985,3
986,6
987,6
988,9
989,5
990,2
991,4
992,5
993,1
994,3
995,6
996,4
997,6
998,2
999,0
1000,2
1001,7
1002,1
1003,9
1004,8
1005,2
1006,4
1007,6
1008,6
1009,3
1010,6
1011,8
1012,2
1013,8
1014,6
1015,1
1016,8
1017,7
1018,3
1019,6
1020,6
1021,5
1022,7
1023,0
1024,2
1025,1
1026,3
1027,4
1028,9
1029,4
1030,3
1031,9
1032,2
1033,7
1034,3
1035,3
1036,2
1037,0
1038,3
1039,3
1040,9
1041,0
1042,4
1043,0
1044,6
1045,9
1046,5
1047,3
1048,7
1049,4
1050,5
1051,0
1052,1
1053,5
1054,0
1055,4
1056,2
1057,3
1058,4
1059,0
1060,1
1061,0
1062,5
1063,8
1064,4
1065,0
1066,3
1067,5
1068,8
1069,6
1070,9
1071,4
1072,4
1073,7
1074,4
1075,3
1076,5
1077,0
1078,9
1079,2
1080,3
1081,6
1082,9
1083,8
1084,2
1085,5
1086,8
1087,7
1088,0
1089,2
1090,2
1091,5
1092,6
1093,7
1094,2
1095,2
1096,5
1097,1
1098,8
1099,5
1100,7
1101,2
1102,2
1103,3
1104,3
1105,7
1106,7
1107,6
1108,6
1109,4
1110,4
1111,1
1112,5
1113,8
1114,9
