,0
0,7
1,0
2,3
3,4
4,6
5,3
6,5
7,2
8,7
9,7
10,5
11,5
12,4
13,9
14,0
15,3
16,1
17,5
18,3
19,1
20,2
21,0
22,2
23,4
24,8
25,9
26,4
27,2
28,9
29,2
30,5
31,9
32,5
33,3
34,4
35,2
36,6
37,6
38,5
39,2
40,9
41,9
42,7
43,7
44,7
45,7
46,4
47,4
48,8
49,8
50,7
51,6
52,1
53,4
54,4
55,9
56,0
57,9
58,6
59,7
60,2
61,9
62,4
63,1
64,9
65,6
66,7
67,3
68,7
69,6
70,0
71,5
72,9
73,9
74,9
75,4
76,2
77,5
78,5
79,3
80,0
81,3
82,6
83,1
84,8
85,4
86,6
87,2
88,7
89,2
90,7
91,9
92,9
93,3
94,4
95,7
96,1
97,7
98,6
99,6
100,1
101,5
102,0
103,1
104,3
105,0
106,1
107,3
108,2
109,6
110,5
111,3
112,9
113,3
114,9
115,9
116,3
117,3
118,0
119,7
120,5
121,9
122,6
123,6
124,4
125,6
126,8
127,7
128,3
129,6
130,1
131,8
132,8
133,6
134,7
135,7
136,1
137,6
138,0
139,4
140,2
141,2
142,5
143,8
144,2
145,1
146,9
147,2
148,3
149,3
150,7
151,9
152,1
153,5
154,7
155,1
156,8
157,8
158,5
159,6
160,7
161,6
162,0
163,7
164,6
165,3
166,1
167,0
168,7
169,9
170,5
171,7
172,8
173,1
174,0
175,9
176,9
177,4
178,0
179,0
180,7
181,7
182,4
183,4
184,7
185,1
186,5
187,7
188,1
189,3
190,3
191,0
192,0
193,9
194,1
195,7
196,0
197,2
198,0
199,1
200,5
201,0
202,3
203,7
204,9
205,2
206,4
207,4
208,9
209,8
210,3
211,0
212,4
213,3
214,6
215,1
216,9
217,4
218,8
219,9
220,6
221,8
222,9
223,4
224,9
225,8
226,5
227,9
228,2
229,3
230,8
231,6
232,5
233,4
234,5
235,0
236,1
237,9
238,0
239,5
240,8
241,1
242,1
243,5
244,4
245,8
246,2
247,5
248,9
249,5
250,1
251,1
252,8
253,8
254,0
255,8
256,4
257,8
258,9
259,3
260,2
261,0
262,8
263,4
264,4
265,0
266,6
267,0
268,1
269,9
270,9
271,9
272,4
273,1
274,4
275,9
276,1
277,6
278,5
279,1
280,1
281,3
282,1
283,7
284,4
285,6
286,3
287,9
288,5
289,7
290,7
291,5
292,4
293,8
294,5
295,5
296,2
297,4
298,8
299,8
300,3
301,1
302,1
303,3
304,2
305,9
306,0
307,4
308,9
309,4
310,9
311,0
312,5
313,3
314,1
315,4
316,2
317,0
318,4
319,1
320,0
321,7
322,1
323,9
324,4
325,8
326,1
327,4
328,7
329,8
330,8
331,1
332,5
333,4
334,3
335,0
336,5
337,9
338,5
339,9
340,5
341,0
342,9
343,5
344,1
345,7
346,8
347,8
348,7
349,2
350,1
351,9
352,9
353,6
354,3
355,8
356,8
357,7
358,9
359,7
360,6
361,3
362,3
363,5
364,3
365,2
366,0
367,1
368,8
369,1
370,1
371,9
372,1
373,3
374,0
375,6
376,2
377,0
378,0
379,6
380,9
381,0
382,1
383,7
384,3
385,2
386,6
387,7
388,7
389,7
390,7
391,2
392,2
393,8
394,1
395,0
396,9
397,0
398,2
399,0
400,7
401,3
402,7
403,4
404,5
405,7
406,5
407,1
408,1
409,6
410,7
411,4
412,7
413,2
414,6
415,1
416,0
417,8
418,2
419,9
420,8
421,4
422,5
423,2
424,6
425,2
426,1
427,1
428,3
429,1
430,1
431,6
432,3
433,8
434,3
435,6
436,7
437,6
438,0
439,9
440,8
441,2
442,9
443,6
444,0
445,5
446,8
447,0
448,1
449,0
450,8
451,7
452,2
453,9
454,6
455,4
456,0
457,2
458,4
459,1
460,2
461,0
462,1
463,4
464,7
465,6
466,6
467,9
468,1
469,7
470,0
471,7
472,1
473,1
474,8
475,8
476,5
477,2
478,9
479,1
480,2
481,0
482,0
483,7
484,5
485,9
486,0
487,3
488,2
489,6
490,7
491,5
492,3
493,2
494,1
495,9
496,4
497,6
498,5
499,9
500,1
501,8
502,8
503,8
504,1
505,8
506,8
507,3
508,4
509,1
510,5
511,6
512,2
513,1
514,8
515,6
516,4
517,6
518,3
519,6
520,8
521,1
522,5
523,0
524,5
525,0
526,0
527,9
528,8
529,1
530,9
531,0
532,1
533,8
534,4
535,2
536,5
537,9
538,3
539,1
540,4
541,2
542,3
543,4
544,5
545,0
546,0
547,3
548,0
549,6
550,6
551,1
552,9
553,1
554,4
555,9
556,8
557,2
558,0
559,4
560,1
561,5
562,6
563,4
564,9
565,4
566,1
567,0
568,4
569,1
570,7
571,0
572,7
573,3
574,6
575,7
576,9
577,6
578,2
579,6
580,8
581,5
582,0
583,8
584,3
585,1
586,0
587,2
588,2
589,5
590,5
591,1
592,8
593,1
594,9
595,1
596,6
597,9
598,9
599,9
600,3
601,2
602,0
603,7
604,3
605,1
606,6
607,2
608,3
609,8
610,5
611,1
612,6
613,7
614,9
615,3
616,9
617,5
618,5
619,5
620,4
621,3
622,9
623,4
624,0
625,3
626,7
627,8
628,5
629,3
630,1
631,5
632,0
633,7
634,9
635,0
636,4
637,0
638,0
639,4
640,8
641,5
642,1
643,8
644,9
645,0
646,0
647,7
648,4
649,5
650,8
651,6
652,9
653,4
654,7
655,7
656,1
657,6
658,8
659,3
660,4
661,7
662,6
663,3
664,0
665,7
666,9
667,6
668,5
669,3
670,9
671,2
672,3
673,0
674,1
675,2
676,8
677,9
678,8
679,3
680,9
681,3
682,3
683,8
684,9
685,2
686,7
687,9
688,2
689,9
690,7
691,5
692,2
693,4
694,8
695,5
696,7
697,4
698,5
699,9
700,4
701,7
702,5
703,6
704,0
705,3
706,6
707,5
708,0
709,4
710,8
711,3
712,9
713,2
714,7
715,0
716,7
717,4
718,2
719,9
720,3
721,2
722,0
723,6
724,2
725,4
726,0
727,1
728,4
729,0
730,6
731,7
732,0
733,0
734,5
735,5
736,2
737,1
738,3
739,7
740,1
741,2
742,6
743,3
744,8
745,7
746,0
747,3
748,9
749,5
750,4
751,2
752,9
753,2
754,8
755,0
756,0
757,7
758,7
759,3
760,3
761,5
762,8
763,2
764,7
765,8
766,9
767,5
768,1
769,1
770,3
771,6
772,1
773,2
774,3
775,5
776,2
777,2
778,1
779,3
780,7
781,3
782,7
783,5
784,6
785,9
786,7
787,4
788,9
789,0
790,8
791,8
792,6
793,7
794,1
795,5
796,7
797,4
798,9
799,0
800,9
801,3
802,6
803,1
804,7
805,2
806,4
807,3
808,3
809,9
810,7
811,3
812,6
813,0
814,0
815,1
816,3
817,0
818,5
819,2
820,8
821,9
822,7
823,5
824,2
825,5
826,8
827,0
828,9
829,7
830,6
831,7
832,6
833,2
834,3
835,3
836,7
837,7
838,3
839,2
840,0
841,3
842,4
843,6
844,8
845,2
846,3
847,1
848,1
849,6
850,9
851,2
852,1
853,8
854,1
855,8
856,3
857,0
858,6
859,3
860,2
861,4
862,3
863,9
864,2
865,0
866,9
867,5
868,9
869,5
870,2
871,7
872,5
873,8
874,0
875,3
876,1
877,9
878,1
879,0
880,1
881,9
882,5
883,9
884,2
885,2
886,2
887,1
888,5
889,9
890,2
891,2
892,6
893,8
894,3
895,9
896,1
897,9
898,1
899,0
900,3
901,2
902,9
903,7
904,4
905,4
906,2
907,2
908,6
909,1
910,1
911,9
912,1
913,5
914,2
915,8
916,3
917,0
918,5
919,6
920,8
921,3
922,6
923,2
924,7
925,9
926,0
927,8
928,5
929,7
930,4
931,6
932,9
933,8
934,3
935,7
936,5
937,2
938,7
939,6
940,6
941,7
942,7
943,8
944,6
945,2
946,3
947,8
948,9
949,8
950,8
951,7
952,3
953,5
954,2
955,8
956,8
957,8
958,0
959,6
960,6
961,0
962,0
963,0
964,1
965,0
966,6
967,3
968,4
969,2
970,0
971,6
972,2
973,0
974,9
975,8
976,1
977,6
978,7
979,5
980,1
981,9
982,1
983,8
984,9
985,0
986,8
987,1
988,2
989,4
990,8
991,5
992,1
993,5
994,3
995,6
996,1
997,4
998,2
999,6
1000,7
1001,5
1002,5
1003,4
1004,2
1005,7
1006,5
1007,5
1008,2
1009,4
1010,3
1011,1
1012,9
1013,5
1014,6
1015,1
1016,7
1017,1
1018,3
1019,4
1020,6
1021,7
1022,9
1023,7
1024,1
1025,3
1026,0
1027,1
1028,8
1029,5
1030,2
1031,1
1032,1
1033,9
1034,4
1035,9
1036,3
1037,4
1038,1
1039,5
1040,3
1041,0
1042,1
1043,0
1044,6
1045,7
1046,3
1047,7
1048,5
1049,7
1050,7
1051,7
1052,7
1053,7
1054,1
1055,4
1056,9
1057,6
1058,9
1059,9
1060,5
1061,7
1062,1
1063,8
1064,8
1065,9
1066,4
1067,1
1068,6
1069,7
1070,3
1071,4
1072,4
1073,8
1074,3
1075,2
1076,7
1077,4
1078,9
1079,1
1080,9
1081,0
1082,4
1083,8
1084,6
1085,3
1086,5
1087,3
1088,7
1089,1
1090,5
1091,7
1092,9
1093,7
1094,0
1095,3
1096,1
1097,7
1098,2
1099,7
1100,0
1101,1
1102,5
1103,2
1104,6
1105,7
1106,5
1107,7
1108,8
1109,6
1110,7
1111,2
1112,8
1113,2
1114,9
1115,6
1116,6
1117,5
1118,9
1119,7
1120,8
1121,2
1122,4
1123,9
1124,5
1125,4
1126,4
1127,9
1128,6
1129,7
1130,1
1131,8
1132,6
1133,0
1134,3
1135,2
1136,7
1137,5
1138,9
1139,5
1140,2
1141,3
1142,5
1143,5
1144,7
1145,9
1146,7
1147,9
1148,2
1149,2
1150,8
1151,5
1152,2
1153,7
1154,5
1155,0
1156,1
1157,1
1158,8
1159,0
1160,8
1161,5
1162,6
1163,3
1164,0
1165,8
1166,4
1167,9
1168,6
1169,4
1170,1
1171,0
1172,9
1173,3
1174,3
1175,4
1176,2
1177,8
1178,1
1179,1
1180,6
1181,5
1182,1
1183,2
1184,7
1185,8
1186,6
1187,2
1188,8
1189,7
1190,8
1191,9
1192,7
1193,7
1194,0
1195,2
1196,3
1197,0
1198,8
1199,9
1200,8
1201,4
1202,4
1203,3
1204,9
1205,7
1206,7
1207,9
1208,3
1209,3
1210,3
1211,3
1212,8
1213,0
1214,6
1215,2
1216,7
1217,7
1218,2
1219,5
1220,2
1221,7
1222,8
1223,0
1224,5
1225,3
1226,4
1227,4
1228,3
1229,2
1230,5
1231,2
1232,0
1233,9
1234,7
1235,2
1236,6
1237,1
1238,0
1239,4
1240,5
1241,3
1242,2
1243,7
1244,4
1245,4
1246,4
1247,6
1248,4
1249,7
1250,9
1251,2
1252,1
1253,8
1254,8
1255,3
1256,5
1257,2
1258,9
1259,1
1260,2
1261,7
1262,1
1263,4
1264,4
1265,6
1266,5
1267,7
1268,2
1269,6
1270,4
1271,9
1272,1
1273,6
1274,9
1275,0
1276,9
1277,8
1278,1
1279,1
1280,0
1281,0
1282,9
1283,6
1284,1
1285,1
1286,4
1287,0
1288,7
1289,3
1290,2
1291,1
1292,0
1293,3
1294,2
1295,3
1296,9
1297,7
1298,4
1299,0
1300,7
1301,5
1302,5
1303,4
1304,1
1305,4
1306,8
1307,7
1308,0
1309,0
1310,3
1311,1
1312,0
1313,6
1314,1
1315,1
1316,7
1317,7
1318,6
1319,8
1320,0
1321,5
1322,5
1323,9
1324,2
1325,2
1326,5
1327,9
1328,8
1329,5
1330,2
1331,9
1332,8
1333,6
1334,7
1335,1
1336,0
1337,7
1338,8
1339,5
1340,1
1341,9
1342,1
1343,3
1344,1
1345,8
1346,2
1347,5
1348,3
1349,4
1350,7
1351,3
1352,4
1353,5
1354,7
1355,0
1356,5
1357,6
1358,8
1359,3
1360,3
1361,4
1362,6
1363,3
1364,1
1365,3
1366,7
1367,1
1368,8
1369,1
1370,1
1371,9
1372,4
1373,1
1374,3
1375,6
1376,1
1377,2
1378,1
1379,5
1380,2
1381,7
1382,2
1383,6
1384,1
1385,8
1386,9
1387,4
1388,7
1389,1
1390,6
1391,6
1392,7
1393,4
1394,0
1395,2
1396,3
1397,3
1398,1
1399,7
1400,6
1401,0
1402,7
1403,8
1404,7
1405,8
1406,2
1407,3
1408,2
1409,6
1410,7
1411,2
1412,9
1413,8
1414,7
1415,6
1416,1
1417,6
1418,0
1419,3
1420,5
1421,4
1422,4
1423,9
1424,4
1425,7
1426,1
1427,5
1428,9
1429,9
1430,2
1431,6
1432,9
1433,1
1434,1
1435,9
1436,9
1437,4
1438,2
1439,7
1440,9
1441,2
1442,7
1443,2
1444,7
1445,8
1446,8
1447,6
1448,3
1449,6
1450,7
1451,6
1452,2
1453,1
1454,9
1455,8
1456,9
1457,2
1458,0
1459,8
1460,5
1461,9
1462,5
1463,9
1464,5
1465,1
1466,5
1467,1
1468,7
1469,3
1470,8
1471,4
1472,8
1473,5
1474,2
1475,9
1476,7
1477,7
1478,3
1479,1
1480,1
1481,8
1482,9
1483,1
1484,0
1485,3
1486,8
1487,4
1488,0
1489,0
1490,7
1491,4
1492,5
1493,3
1494,7
1495,9
1496,2
1497,1
1498,2
1499,2
1500,3
1501,4
1502,4
1503,7
1504,1
1505,7
1506,3
1507,3
1508,7
1509,7
1510,2
1511,9
1512,2
1513,4
1514,2
1515,0
1516,9
1517,5
1518,8
1519,2
1520,1
1521,3
1522,9
1523,5
1524,2
1525,0
1526,2
1527,4
1528,0
1529,9
1530,6
1531,5
1532,9
1533,1
1534,1
1535,9
1536,5
1537,0
1538,4
1539,8
1540,9
1541,5
1542,2
1543,0
1544,8
1545,6
1546,8
1547,9
1548,8
1549,2
1550,9
1551,5
1552,8
1553,0
1554,6
1555,0
1556,9
1557,9
1558,9
1559,7
1560,3
1561,4
1562,7
1563,8
1564,1
1565,4
1566,6
1567,7
1568,7
1569,0
1570,3
1571,1
1572,8
1573,4
1574,3
1575,2
1576,9
1577,6
1578,6
1579,7
1580,6
1581,4
1582,9
1583,4
1584,9
1585,8
1586,1
1587,3
1588,7
1589,7
1590,1
1591,8
1592,6
1593,9
1594,0
1595,7
1596,0
1597,3
1598,4
1599,0
1600,2
1601,0
1602,2
1603,7
1604,2
1605,8
1606,0
1607,9
1608,1
1609,4
1610,2
1611,0
1612,5
1613,1
1614,0
1615,6
1616,3
1617,5
1618,7
1619,9
1620,6
1621,6
1622,5
1623,1
1624,0
1625,3
1626,6
1627,4
1628,4
1629,4
1630,7
1631,9
1632,5
1633,3
1634,7
1635,7
1636,8
1637,4
1638,0
1639,4
1640,9
1641,6
1642,3
1643,9
1644,6
1645,6
1646,0
1647,9
1648,9
1649,4
1650,1
1651,9
1652,2
1653,8
1654,4
1655,5
1656,1
1657,3
1658,8
1659,1
1660,5
1661,6
1662,2
1663,2
1664,3
1665,6
1666,9
1667,4
1668,1
1669,2
1670,1
1671,6
1672,6
1673,5
1674,3
1675,0
1676,1
1677,7
1678,1
1679,4
1680,1
1681,9
1682,0
1683,7
1684,7
1685,8
1686,1
1687,4
1688,7
1689,7
1690,7
1691,3
1692,2
1693,5
1694,7
1695,6
1696,0
1697,3
1698,4
1699,7
1700,7
1701,9
1702,4
1703,2
1704,5
1705,8
1706,6
1707,7
1708,6
1709,0
1710,7
1711,4
1712,9
1713,0
1714,2
1715,9
1716,3
1717,2
1718,4
1719,8
1720,2
1721,1
1722,0
1723,7
1724,3
1725,3
1726,2
1727,1
1728,4
1729,0
1730,2
1731,7
1732,8
1733,6
1734,8
1735,1
1736,3
1737,1
1738,9
1739,1
1740,3
1741,9
1742,2
1743,6
1744,1
1745,1
1746,1
1747,7
1748,9
1749,6
1750,4
1751,6
1752,4
1753,0
1754,4
1755,6
1756,0
1757,5
1758,2
1759,7
1760,1
1761,3
1762,7
1763,3
1764,2
1765,4
1766,2
1767,6
1768,8
1769,8
1770,3
1771,4
1772,5
1773,3
1774,1
1775,6
1776,4
1777,5
1778,0
1779,6
1780,5
1781,1
1782,7
1783,3
1784,5
1785,1
1786,1
1787,8
1788,4
1789,8
1790,1
1791,9
1792,6
1793,9
1794,1
1795,5
1796,2
1797,4
1798,3
1799,8
1800,0
1801,8
1802,1
1803,9
1804,6
1805,9
1806,7
1807,4
1808,8
1809,2
1810,3
1811,2
1812,5
1813,5
1814,9
1815,1
1816,4
1817,8
1818,9
1819,4
1820,7
1821,9
1822,6
1823,3
1824,9
1825,7
1826,8
1827,2
1828,8
1829,1
1830,7
1831,1
1832,0
1833,4
1834,8
1835,8
1836,1
1837,4
1838,7
1839,0
1840,8
1841,4
1842,0
1843,5
1844,8
1845,6
1846,0
1847,7
1848,7
1849,5
1850,5
1851,6
1852,1
1853,4
1854,8
1855,0
1856,0
1857,3
1858,6
1859,1
1860,6
1861,0
1862,7
1863,2
1864,9
1865,1
1866,6
1867,9
1868,7
1869,5
1870,4
1871,3
1872,8
1873,4
1874,2
1875,2
1876,8
1877,6
1878,2
1879,8
1880,8
1881,1
1882,5
1883,4
1884,9
1885,1
1886,0
1887,2
1888,2
1889,0
1890,6
1891,1
1892,3
1893,4
1894,9
1895,0
1896,8
1897,0
1898,8
1899,7
1900,4
1901,4
1902,7
1903,9
1904,1
1905,7
1906,9
1907,8
1908,8
1909,7
1910,9
1911,8
1912,1
1913,3
1914,7
1915,4
1916,5
1917,3
1918,0
1919,5
1920,7
1921,4
1922,3
1923,1
1924,3
1925,0
1926,9
1927,8
1928,9
1929,6
1930,8
1931,1
1932,0
1933,6
1934,0
1935,1
1936,1
1937,0
1938,3
1939,4
1940,2
1941,2
1942,1
1943,9
1944,1
1945,1
1946,6
1947,4
1948,2
1949,1
1950,0
1951,7
1952,8
1953,1
1954,1
1955,4
1956,8
1957,4
1958,3
1959,7
1960,1
1961,7
1962,9
1963,9
1964,0
1965,1
1966,9
1967,1
1968,8
1969,0
1970,1
1971,4
1972,7
1973,8
1974,0
1975,9
1976,9
1977,3
1978,8
1979,1
1980,1
1981,2
1982,6
1983,7
1984,7
1985,0
1986,4
1987,5
1988,2
1989,1
1990,3
1991,1
1992,2
1993,1
1994,3
1995,9
1996,0
1997,8
1998,1
1999,4
