,0
0,4
1,0
2,1
3,6
4,6
5,1
6,7
7,7
8,2
9,6
10,5
11,7
12,4
13,2
14,8
15,4
16,9
17,9
18,3
19,6
20,1
21,8
22,1
23,3
24,9
25,9
26,3
27,4
28,2
29,9
30,9
31,8
32,3
33,3
34,4
35,6
36,9
37,2
38,6
39,3
40,3
41,4
42,4
43,1
44,1
45,9
46,5
47,5
48,1
49,4
50,1
51,0
52,0
53,2
54,7
55,1
56,1
57,3
58,8
59,5
60,2
61,2
62,6
63,7
64,8
65,2
66,9
67,9
68,6
69,8
70,2
71,3
72,6
73,6
74,2
75,9
76,0
77,3
78,6
79,9
80,5
81,7
82,1
83,3
84,7
85,8
86,2
87,9
88,7
89,7
90,9
91,9
92,5
93,6
94,8
95,9
96,1
97,5
98,3
99,1
100,8
101,0
102,7
103,8
104,0
105,5
106,9
107,2
108,8
109,6
110,2
111,0
112,6
113,7
114,7
115,0
116,5
117,8
118,1
119,7
120,1
121,1
122,3
123,1
124,7
125,5
126,5
127,8
128,3
129,2
130,3
131,2
132,9
133,4
134,6
135,3
136,7
137,1
138,5
139,7
140,8
141,4
142,8
143,3
144,0
145,3
146,4
147,8
148,0
149,2
150,8
151,7
152,4
153,6
154,3
155,4
156,9
157,8
158,6
159,1
160,7
161,5
162,9
163,4
164,6
165,9
166,2
167,1
168,7
169,5
170,7
171,6
172,4
173,3
174,6
175,6
176,5
177,6
178,5
179,1
180,5
181,2
182,6
183,5
184,0
185,4
186,1
187,4
188,2
189,7
190,8
191,9
192,8
193,8
194,0
195,5
196,2
197,4
198,9
199,9
200,9
201,3
202,3
203,5
204,3
205,1
206,0
207,2
208,7
209,4
210,1
211,1
212,8
213,2
214,7
215,7
216,2
217,5
218,0
219,6
220,8
221,1
222,5
223,8
224,4
225,4
226,8
227,5
228,3
229,2
230,1
231,5
232,7
233,4
234,4
235,9
236,2
237,5
238,8
239,5
240,3
241,7
242,7
243,3
244,3
245,5
246,7
247,0
248,7
249,9
250,4
251,7
252,6
253,1
254,9
255,1
256,9
257,9
258,7
259,2
260,2
261,4
262,7
263,8
264,0
265,9
266,4
267,6
268,7
269,3
270,5
